[Tue Nov  4 22:33:19 CET 2025] Running METHOD=cripser, DATASET=imagenet, DIM=1
Saving to results/cripser/imagenet/dim1.csv
Running cripser on datasets/imagenet_npy (maxdim=1)...
  Running img_1400.npy ... done (0.84s, 29.90MB)
  Running img_1401.npy ... done (0.79s, 28.08MB)
  Running img_1402.npy ... done (0.73s, 31.09MB)
  Running img_1403.npy ... done (1.00s, 31.42MB)
  Running img_1404.npy ... done (0.91s, 27.32MB)
  Running img_1405.npy ... done (0.86s, 29.79MB)
  Running img_1406.npy ... done (0.98s, 26.88MB)
  Running img_1407.npy ... done (0.87s, 30.39MB)
  Running img_1408.npy ... done (0.99s, 29.04MB)
  Running img_1409.npy ... done (0.92s, 30.32MB)
  Running img_141.npy ... done (0.86s, 28.19MB)
  Running img_1410.npy ... done (0.93s, 32.49MB)
  Running img_1411.npy ... done (0.83s, 28.81MB)
  Running img_1412.npy ... done (0.80s, 28.77MB)
  Running img_1413.npy ... done (0.90s, 30.05MB)
  Running img_1414.npy ... done (0.94s, 28.86MB)
  Running img_1415.npy ... done (0.88s, 27.12MB)
  Running img_1416.npy ... done (0.98s, 30.73MB)
  Running img_1417.npy ... done (0.91s, 28.94MB)
  Running img_1418.npy ... done (0.91s, 32.48MB)
  Running img_1419.npy ... done (1.11s, 28.46MB)
  Running img_142.npy ... done (0.84s, 29.37MB)
  Running img_1420.npy ... done (0.69s, 30.18MB)
  Running img_1421.npy ... done (0.90s, 28.71MB)
  Running img_1422.npy ... done (0.76s, 28.25MB)
  Running img_1423.npy ... done (1.01s, 28.00MB)
  Running img_1424.npy ... done (0.85s, 30.05MB)
  Running img_1425.npy ... done (0.90s, 26.17MB)
  Running img_1426.npy ... done (1.16s, 28.52MB)
  Running img_1427.npy ... done (1.02s, 28.50MB)
  Running img_1428.npy ... done (0.92s, 28.97MB)
  Running img_1429.npy ... done (1.07s, 28.27MB)
  Running img_143.npy ... done (0.91s, 27.76MB)
  Running img_1430.npy ... done (1.01s, 28.89MB)
  Running img_1431.npy ... done (0.95s, 29.52MB)
  Running img_1432.npy ... done (0.97s, 32.49MB)
  Running img_1433.npy ... done (0.85s, 28.11MB)
  Running img_1434.npy ... done (1.26s, 27.79MB)
  Running img_1435.npy ... done (0.90s, 29.15MB)
  Running img_1436.npy ... done (0.82s, 29.60MB)
  Running img_1437.npy ... done (0.96s, 28.38MB)
  Running img_1438.npy ... done (0.87s, 29.37MB)
  Running img_1439.npy ... done (0.78s, 26.64MB)
  Running img_144.npy ... done (0.92s, 29.54MB)
  Running img_1440.npy ... done (0.72s, 26.46MB)
  Running img_1441.npy ... done (0.82s, 26.95MB)
  Running img_1442.npy ... done (0.80s, 30.71MB)
  Running img_1443.npy ... done (1.00s, 26.91MB)
  Running img_1444.npy ... done (1.13s, 31.07MB)
  Running img_1445.npy ... done (0.73s, 29.14MB)
  Running img_1446.npy ... done (0.80s, 27.98MB)
  Running img_1447.npy ... done (0.79s, 27.19MB)
  Running img_1448.npy ... done (0.91s, 31.66MB)
  Running img_1449.npy ... done (0.96s, 33.12MB)
